ETL_EM,Cell_A,Cs_ratio,FA_ratio,MA_ratio,Br_ratio,DMSO_DMF,AntiSolvent_Xl,AntiSolvent_bp,AntiSolvent_v,Annealing_t,JV_Voc,JV_Jsc,JV_FF,JV_PCE
0.000832758,0.066,0,0.005618757,1,0,0.090909091,2.9,131.7,0.806,100,1.04,22.5,0.74,17.3
3.3e-05,0.066,0,0,1,0,0.090909091,2.9,131.7,0.806,105.05064613564673,1.07,23.2,0.77,19.1
3.3e-05,0.10303753519022466,0,0,1,0,0.090909091,2.9,120.99839350820005,0.806,100,1.07,23.7,0.78,19.8
3.3e-05,0.066,0,0,1,0,1.6677100700885519,2.9,131.7,0.806,104.58965933953226,1.09,22.9,0.76,19
3.3e-05,0.066,0,0,1,0.03258457,0.090909091,2.9,121.34009208603453,0.6411013308911919,104.53162080641141,1.06,22.3,0.77,18.2
0.00018258,0.59,0,0.7249798871953487,0.3680902526094615,0,0.12195122,0.8999999999999999,34.6,2.387355537747234,100,1.067,22.77,0.733,17.83
3.3e-05,0.59,0.001863122,0.7742074721475243,0.15,0.17,0.25,2.9,131.7,0.806,100,1.132,21.77,0.761,18.76
0.000656894,0.012,0,0,1,0,0.25,2.9,131.7,0.806,104.67992014383348,1.13,22.79,0.641,16.52
0.000414423,0.012,0,0,1,0,0.25,2.9,123.34870547442901,0.806,100,1.12,22.33,0.689,17.23
3.3e-05,0.012,4.461425507068634e-05,0.005747086,1,0,0.7500419645494495,2.5404367460948825,34.6,0.2448,100,1.13,22.69,0.722,18.54
0.000992,0.1,0.1,0.75,0.15,0.17,0.25,2.9,131.7,0.806,100,1.11,23.55,0.71,18.56
3.3e-05,0.06,0.1,0.75,0.15,0.12124017984682321,0.25,2.9,131.7,0.806,100,1.06,21.45,0.7,15.93
0.000766258,0.06,0.1,0.75,0.15,0.153,0.25,2.9,131.7,0.806,100,1.05,22.05,0.7,16.29
3.3e-05,0.06,0.1,0.75,0.15,0.11906285249266028,0.25,2.9,120.86261713035739,0.806,100,1.07,22.8,0.72,17.66
3.3e-05,0.06,0.013515809597194194,0.75,0.15,0.11685746320158243,0.25,2.9,131.7,0.806,100,1.06,22.28,0.71,16.86
3.3e-05,0.099748449,0.1,0.75,0.15,0.153,0.25,2.435840022375703,131.7,0.806,100,1.06,22.02,0.71,16.59
0.000712002,0.11448655082601308,0.1,0.75,0.15801266735851763,0.153,0.25,2.9,131.7,0.806,100,1.06,21.68,0.71,16.2
3.3e-05,0.06,0.1,0.75,0.15,0.153,0.25,2.4593836270518303,121.66378025007398,0.806,100,1.05,21.97,0.72,16.57
3.3e-05,0.06,0.1,0.75,0.15,0.153,0.25,2.9,121.52258410528373,0.806,104.21284026286622,1.06,22.63,0.73,17.53
0.000298707,0.06,0.051961064,0.75,0.15,0.153,0.25,2.9,131.7,0.8010112060330511,100,1.07,22.97,0.74,18.28
0.000992,0.09,0,0,1,0,0.111111111,0.8999999999999999,34.6,0.2448,60,1.1,21.76,0.728,17.34
0.000337538,0.09,0,0.3,0.7,0.3,0.25,2.9,131.7,0.806,105.12354857715752,1.08,23.4,0.74,20.1
0.000992,0.09,0.03346844,0.3,0.7,0.3,0.25,2.9,131.7,0.806,100,1.05,21.92,0.61,14.07
0.000992,0.09,0,0.054280157,0.7,0.3,0.25,2.9,131.7,0.806,100,1.05,22.83,0.74,17.71
0.000992,0.09,0,0.3,0.7,0.3,0.25,2.9,131.7,0.806,100,1.11,22.99,0.77,20.11
0.000992,0.10774178390935063,0.019412654802560804,0.3,0.4393219572658538,0.0823674,0.25,2.493190153865576,131.7,0.806,100,1.13,22.29,0.68,17.23
3.3e-05,0.16,0,0,1,0.031737716863930225,0.428571429,2.9,120.31928006686078,0.806,100,1.08,21.51,0.68,15.7
0.000992,0.0314,0.057109681221872564,0.7093443215376735,0.16,0.12191577634248138,0.25,2.9,123.11402015879423,0.806,100,1.07,21.7,0.81,18.8
0.000992,0.0314,0.05,0.79,0.16,0.17,0.013279231452346274,2.9,131.7,0.806,100,1.1,22.01,0.82,19.8
0.000396097,0.0314,0.05,0.79,0.16,0.17,0.25,2.9,131.7,0.806,100,1.09,21.5,0.81,19
0.000992,0.0314,0.05,0.79,0.16,0.11934701238656044,0.25,2.9,131.7,0.806,100,1.113,22.01,0.81,19.9
0.000992,0.0314,0.05,0.79,0.15304771469306944,0.17,0.25,2.4022865054484606,131.7,0.806,100,1.12,21.82,0.83,20.3
0.000992,0.0314,0.05,0.7090142306848167,0.16,0.17,0.25,2.9,131.7,0.806,100,1.1,21.9,0.83,19.96
3.3e-05,0.16,0.004376429,0.79,0.16,0.12419335895979404,0.25,2.452498620549321,121.8473649059174,0.806,102.90398931009835,1.12,23.2,0.7,18.15
3.3e-05,0.16,0.05,0.79,0.16,0.17,0.25,0.3,82.3,0.5128326752327085,100,1.16,22.5,0.72,18.9
3.3e-05,0.16,0.05,0.79,0.14615389418917893,0.17,0.25,2.9,131.7,0.806,100,1.12,22.3,0.7,18.2
3.3e-05,0.12255377487653495,0.05,0.79,0.16,0.17,0.25,0.3,82.3,0.4891815248938501,100,1.16,22.5,0.705,18.8
0.000992,0.1,0.00286628,0,1,0.031901189,0.428571429,2.9,131.7,0.806,100,1.07,23.09,0.734,18.22
3.3e-05,0.1,0,0,0.6055229400979876,0,0.333333333,2.9,59.970301735765965,0.806,100,1.1,20.8,0.69,15.8
3.3e-05,0.0831,0.05,0.6588385733047724,0.1615,0,4,2.9,131.7,0.806,100,1.11,20.8,0.66,15.3
3.3e-05,0.07,0,0,1,0,0.25,2.9,131.7,0.806,100,1.08,22.4,0.74,17.8
3.3e-05,0.07,0.000895571,0,1,0,0.25,2.9,131.7,0.806,100,1.1,23,0.75,19
3.3e-05,0.092697382,0,0,0.7087327176660299,0,0.25,2.9,131.7,0.806,100,1.08,22.4,0.74,17.8
0.00040984,0.10312685285100341,0,0,0.716087283,0,0.25,2.9,131.7,0.806,100,1.08,22.1,0.73,17.4
3.3e-05,0.07,5.7250490307807913e-05,0.005427217,1,0,0.25,2.437889135427475,122.78557794016928,0.806,100,1.06,21.9,0.72,16.9
3.3e-05,0.07,0.000401975,0,1,0,0.25,2.9,131.7,0.806,100,1.03,20.8,0.67,14.4
3.3e-05,0.07,0,0,1,0.031449945,0.25,2.4224244902406933,124.21884218365724,0.806,104.56193423883015,1.1,23,0.75,19
3.300504128649482e-05,0.07,0.00264075,0,1,0,1.0918728793521222,2.9,122.22417257484616,0.706659539,100,1.1,22.9,0.75,18.8
3.3e-05,0.07,0.052840384605169294,0,0.6381596747953892,0.062578584,1.3506127089114222,2.441129864963174,131.7,0.806,100,1.09,22.7,0.75,18.4
0.000290742,0.07,0,0,1,0,0.25,2.9,122.01134722710003,0.806,100,1.09,22.5,0.74,18.1
0.000992,0.125,0.00687859,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.092,22.89,0.77,19.3
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.28936463673341273,150,1.099,22.85,0.76,19.01
0.000643812,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.26151502885070443,150,1.114,22.89,0.74,18.97
0.000992,0.14744955772644283,0,0.95,0.085413035,0.05,0.125,2.427737864750326,34.6,0.2667719278128147,150,1.089,22.65,0.79,19.53
0.000992,0.125,0,0.8282294211012124,0.05,0.12824741477209328,0.125,2.5056233534201384,38.16930366118372,0.2448,103.69803047216075,1.127,22.99,0.78,20.33
0.000992,0.125,0.002767872,0.95,0.10731621387395261,0.05,0.015708084010225373,0.8999999999999999,34.6,0.2448,103.93372512056737,1.133,22.95,0.77,20.11
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,103.6196563242231,1.141,22.91,0.77,20.07
0.000992,0.125,0.033867741,0.8271610663799047,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,102.59523128763897,1.089,22.65,0.79,19.53
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.153,23.06,0.79,20.96
0.000992,0.125,0,0.95,0.059663892,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.077,22.38,0.77,18.58
0.000992,0.125,0,0.95,0.05,0.05,0.125,2.518137496111214,34.6,0.2448,150,1.089,22.65,0.79,19.53
0.000992,0.125,0,0.95,0.09070781,0.05,0.125,0.8999999999999999,34.6,0.2448,103.58776485882342,1.064,22.5,0.77,18.46
0.000992,0.125,0.010307711,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.3225401549216509,150,1.08,22.49,0.77,18.69
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.29335750467047095,150,1.092,22.74,0.77,19.24
0.000992,0.125,0,0.95,0.05,0.05,0.125,2.501285135089159,34.6,0.2448,150,1.087,22.45,0.78,19.09
0.000626602,0.125,0,0.95,0.05,0.05,0.125,2.4918112833627464,34.6,0.2448,150,1.083,22.22,0.76,18.35
0.000992,0.1352904203746021,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.27129810899215934,150,1.061,22.41,0.78,18.68
0.000992,0.125,0,0.817476732,0.05,0.1338681825890839,0.125,2.500102530830741,34.6,0.2448,150,1.08,22.69,0.75,18.36
0.000992,0.125,0,0.95,0.05,0.1484557525318861,0.125,0.8999999999999999,34.6,0.2448,150,1.074,21.86,0.74,17.43
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.097,22.67,0.76,18.87
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.09,22.5,0.72,17.64
0.000342547,0.125,0,0.95,0.05,0.14762109468352794,0.125,0.8999999999999999,34.6,0.2552930945211947,150,1.079,22.51,0.76,18.43
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.094,22.53,0.78,19.12
0.000992,0.125,0,0.95,0.05,0.05,0.024032168,0.8999999999999999,34.6,0.3109395085843205,150,1.104,22.63,0.76,18.86
0.000992,0.11767684534657001,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.11,22.47,0.75,18.73
0.000992,0.09605996,0,0.95,0.045562312865734096,0.05,0.125,0.8999999999999999,36.056187903955106,0.2448,150,1.085,22.8,0.75,18.61
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.079,22.65,0.76,18.55
0.000992,0.125,0,0.95,0.05,0.05,0.125,2.509253277583361,34.6,0.2448,150,1.084,22.47,0.77,18.71
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.077,22.33,0.75,18.07
0.000992,0.11901631914883852,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.145,23.01,0.78,20.56
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.152,23.06,0.79,20.96
0.000992,0.125,0.009144775,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.16,22.96,0.77,20.62
0.000992,0.125,0.008810354,0.95,0.05,0.05,0.011567786340884345,0.8999999999999999,34.6,0.2448,150,1.149,22.97,0.78,20.46
0.000992,0.125,0,0.95,0.05,0.05,0.012183828104352873,0.8999999999999999,34.6,0.2448,103.1922731369409,1.151,22.92,0.77,20.43
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,51.67443668601811,0.2448,150,1.135,22.81,0.78,20.21
0.000444426,0.125,0,0.6101554773271083,0.05872172,0.05,0.125,2.4407269851043227,34.75493369826147,0.2448,150,1.139,22.43,0.81,20.62
0.000992,0.125,0,0.8031032367839217,0.05,0.05,0.006789539,0.8999999999999999,34.6,0.2448,150,1.141,22.91,0.77,20.02
0.000992,0.125,0,0.8130167508211135,0.05,0.05,0.011770844692855659,0.8999999999999999,47.55070679,0.2448,104.05268109117091,1.137,22.86,0.77,20
0.000459117,0.125,0,0.95,0.05,0.14436322778567673,0.125,2.5122613581864837,34.6,0.2448,150,1.138,22.9,0.76,19.86
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.139,22.91,0.77,20.01
0.000498617,0.10101117549595237,0.011384704054087398,0.7932083194144963,0.05,0.05,0.125,2.515009753180504,34.6,0.2448,102.82745694569653,1.138,23,0.77,20.27
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,150,1.142,23.06,0.76,20.01
0.000992,0.125,0,0.95,0.05,0.14858490419906378,0.125,2.5231426191298367,34.6,0.2448,150,1.139,23.04,0.76,20.06
0.000992,0.125,0.050920623,0.8417140317919254,0.05,0.13786191835007072,0.125,0.8999999999999999,34.6,0.26232101714524625,150,1.156,22.78,0.77,20.25
0.000992,0.125,0,0.95,0.05,0.05,0.125,0.8999999999999999,34.6,0.2448,102.67399882623477,1.153,22.83,0.77,20.27
0.000992,0.125,0,0.95,0.05,0.14395575749439002,0.125,0.8999999999999999,34.6,0.2710105082307458,150,1.129,22.84,0.76,19.55
0.000992,0.125,0,0.8397527985990046,0.05,0.05,0.125,0.8999999999999999,34.6,0.2603878970720172,150,1.133,22.78,0.77,19.76
