ETL_EM,Cell_A,Cs_ratio,FA_ratio,MA_ratio,Br_ratio,DMSO_DMF,AntiSolvent_Xl,AntiSolvent_bp,AntiSolvent_v,Annealing_t,JV_Voc,JV_Jsc,JV_FF,JV_PCE
3.3e-05,0.09,0.00832906,0.71328455,0.19470922748300432,0,0.25,2.9,116.98373551280815,0.806,100,1.05,20.68,0.7,15.33
3.3e-05,0.09,0.003593295,0.003847722,1,0,0.25,2.9,131.7,0.806,100,1.08,21.04,0.74,17.05
3.3e-05,0.09,0.004939077,0.79,0.1512806736270189,0.17,0.25,2.2697106600652934,131.7,0.806,100,1.03,20.8,0.746,16.1
0.000175002,0.09,0.05,0.79,0.16,0.17,0.25,2.9,131.7,0.806,100,1.05,21.8,0.767,17.5
0.000992,0.16,0.05,0.7762141837298869,0.14,0.1434929497448802,0.25,0.7,109.78907086795365,0.423,104.62127364333188,1.097,22.26,0.75,18.32
0.000992,0.16,0.003869758,0.81,0.14,0.15,0.089159381,0.7,77.1,0.5968486874078512,120,1.092,22.21,0.755,18.07
0.000992,0.1,0,0.6808529748204946,0.17,0.17,0.5,2.9,118.12121362343132,0.806,140,1.18,20.04,0.759,19.63
0.000245605,0.09,0,0.8185366232843398,0.19595746920213103,0.061268229078114037,0.25,2.5862597404799463,131.7,0.806,150,1.03,24.19,0.726,18.3
3.3e-05,0.09,0,0.85,0.15,0,0.25,2.9,131.7,0.806,150,1.05,25.4,0.771,20.56
0.000992,0.1,0,0,1,0,0.111111111,2.9,122.51344630416912,0.6327624002643227,100,1.02,22.5,0.752,17.6
0.000992,0.1,0.05,0.81,0.14,0.15,0.25,2.9,117.8517086568597,0.806,120,1.13,22.58,0.733,18.7
3.3e-05,0.16,0,0,1,0,0.111111111,2.9,131.7,0.806,106.37276508243006,1.01,21.8,0.668,14.7
3.3e-05,0.16,0,0,1,0,0.111111111,2.326601501840353,131.7,0.806,100,1.02,22.3,0.76,17.3
0.000992,0.16,0.05,0.79,0.16,0.17,0.08915197,2.9,131.7,0.806,107.20999428026852,1.051,20.1,0.75,15.9
0.000992,0.16,0.05,0.7329968987485765,0.16,0.17,0.25,2.4599684203515055,131.7,0.806,100,1.091,20.6,0.76,17
0.000992,0.17,0.05,0.79,0.14585172814032435,0.17,0.25,2.9,131.7,0.790723533,107.25493469261265,1.137,21.83,0.749,18.57
0.000568965,0.17,0.05,0.738175177,0.16,0.17,0.25,2.5369531871496442,131.7,0.806,100,1.141,22.07,0.748,18.84
0.000992,0.17,0.058101767,0.7253468733602165,0.16,0.17,0.25,2.9,131.7,0.834899491,100,1.143,21.86,0.781,19.52
0.000992,0.17,0.05,0.79,0.14382966834658384,0.17,0.25,2.9,131.7,0.7606589890156984,100,1.141,21.92,0.787,19.68
0.000992,0.092152002,0.05,0.744846374,0.16,0.17,0.25,2.9,131.7,0.721658737,100,1.153,22.31,0.791,20.33
0.000992,0.11038328425759077,0.05,0.7494451149457693,0.16,0.17,0.089206433,2.585077803793788,131.7,0.806,100,1.158,22.39,0.793,20.56
0.000468641,0.17,0.05,0.79,0.16,0.14144186109271645,0.25,2.9,131.7,0.806,100,1.145,21.31,0.779,19.02
0.000992,0.079242728,0.05,0.79,0.16,0.13793082575911284,0.25,2.9,131.7,0.806,100,1.145,21.36,0.784,19.17
