ETL_EM,Cell_A,Cs_ratio,FA_ratio,MA_ratio,Br_ratio,DMSO_DMF,AntiSolvent_Xl,AntiSolvent_bp,AntiSolvent_v,Annealing_t,JV_Voc,JV_Jsc,JV_FF,JV_PCE
3.3e-05,0.09,0,0,1,0.011515457749068737,0.25,2.9,131.7,0.806,100,1.05,20.68,0.7,15.33
3.3e-05,0.09,0,0.057513295,1,0,0.25,2.9,115.30227633433813,0.806,100,1.08,21.04,0.74,17.05
3.3e-05,0.09,0.05,0.79,0.16,0.17,0.27285320248649125,2.9,131.7,0.806,100,1.03,20.8,0.746,16.1
0.000992,0.09,0.05,0.79,0.16,0.17,0.25,2.9761780163331033,131.7,0.806,100,1.05,21.8,0.767,17.5
0.000992,0.16,0.05,0.8207645279246568,0.14,0.15,0.25,0.7,77.1,0.42299999999999993,120,1.097,22.26,0.75,18.32
0.000992,0.16,0.024288401,0.8305872639970778,0.14,0.15,0.25,0.7,77.1,0.42299999999999993,120,1.092,22.21,0.755,18.07
0.000992,0.1,0,0.7935142107573747,0.17,0.1643014189119935,0.5,2.8627166005746725,131.7,0.806,140,1.18,20.04,0.759,19.63
3.3e-05,0.09,0,0.85,0.15,0,0.25,2.9,131.7,0.806,150,1.03,24.19,0.726,18.3
3.3e-05,0.09,0,0.85,0.15,0,0.25,2.9,116.25585140494474,0.806,113.07818484635206,1.05,25.4,0.771,20.56
0.000992,0.12011303613701461,0,0,1,0,0.111111111,2.9,131.7,0.806,113.13286167748517,1.02,22.5,0.752,17.6
0.000982846,0.1,0.05,0.81,0.14,0.15,0.25,2.9,131.7,0.806,120,1.13,22.58,0.733,18.7
3.3e-05,0.16,0,0,1,0,0.4110744667970389,2.9,131.7,0.806,100,1.01,21.8,0.668,14.7
3.3e-05,0.16,0.007622824,0,1,0,0.111111111,2.9,131.7,0.806,114.15911061621159,1.02,22.3,0.76,17.3
0.000992,0.16,0.05,0.79,0.16,0.12080553638708591,0.06583276,2.9,131.7,0.806,100,1.051,20.1,0.75,15.9
0.000992,0.16,0.05,0.79,0.16,0.17,0.25,2.9,131.7,0.806,100,1.091,20.6,0.76,17
0.000992,0.17,0.05,0.79,0.16,0.17,0.25,2.9,117.8979250139947,0.806,100,1.137,21.83,0.749,18.57
0.000992,0.17,0.05,0.796303174,0.16,0.14513973941770197,0.25,2.9,131.7,0.806,100,1.141,22.07,0.748,18.84
0.000992,0.17,0.05,0.79,0.16,0.17,0.25,2.9,118.82691937923295,0.806,100,1.143,21.86,0.781,19.52
0.000992,0.17,0.05,0.7840227576318979,0.15937323414304852,0.17,0.25,2.9,119.0798249527769,0.806,113.78819686976605,1.141,21.92,0.787,19.68
0.000992,0.17,0.05,0.79,0.17198514255458114,0.17,0.25,2.9,131.7,0.806,100,1.153,22.31,0.791,20.33
0.000992,0.17,0.05,0.7984330293816327,0.16,0.17,0.25,2.9,131.7,0.806,100,1.158,22.39,0.793,20.56
0.000992,0.17,0.05,0.79,0.16,0.17,0.25,2.9,119.48436822478979,0.806,100,1.145,21.31,0.779,19.02
0.000992,0.17,0.05,0.79,0.16,0.17,0.25,2.829763731788278,131.7,0.806,100,1.145,21.36,0.784,19.17
0.000982245,0.17,0.035699086,1,0,0,0.25,2.9,131.7,0.5396692607906163,100,1.103,23.23,0.765,19.52
0.000992,0.17,0,1,0,0,0.25,2.9,131.7,0.806,100,1.117,23.13,0.771,19.92
0.000992,0.17,0.032642718589723105,0.8518196517913341,0,0,0.25,2.99525623,131.7,0.806,100,1.137,23.83,0.798,21.64
0.000992,0.17,0,1,0,0,0.25,2.9,131.7,0.806,100,1.139,23.68,0.814,21.95
0.000992,0.09,0,0,1,0,0.142857143,0.8999999999999999,116.27761006877827,0.2448,100,1.04,21.4,0.75,16.7
0.000992,0.09,0,0,1,0,0.2317569387305191,0.8999999999999999,116.8235520936916,0.2448,100,1.04,21.4,0.75,16.7
0.000992,0.09,0,0,0.9266049591205119,0.032650656281530854,0.142857143,0.8999999999999999,114.6952045481791,0.2448,100,1.05,22.2,0.763,17.81
0.000965497,0.07,0.05,0.855,0.11596870098292826,0.145,0.25,2.9,131.7,0.806,100,1.02,21.22,0.711,15.4
3.3e-05,0.09,0.15,0.85,0,0,0.25,2.9,131.7,0.806,130,1,24,0.715,17.2
0.000976465,0.125,0,0.83,0.17,0.16000000000000003,0.25,2.9,131.7,0.806,100,1.05,20.5,0.646,14.22
0.000982952,0.125,0,0.83,0.17,0.1289102378240526,0.25,2.9,131.7,0.7297940674880147,100,1.09,21.5,0.705,16.73
3.3e-05,0.09,0,0,0.9465639520103931,0,0.25,2.9,131.7,0.806,100,1.01,22.96,0.74,17.25
0.000992,0.0893,0.17,0.83,0,0.27,0.111111111,2.9999776349709038,131.7,0.806,112.91457456570124,1.244,19.5,0.767,18.6
0.000992,0.0893,0.17,0.83,0,0.4,0.111111111,2.9,131.7,0.806,100,1.284,17.8,0.722,16.51
0.000989992,0.0893,0.17,0.8098624698653221,0,0.5,0.111111111,2.9,131.7,0.806,100,1.296,16.2,0.715,15.01
0.000990377,0.0893,0.17,0.83,0,0.6,0.111111111,2.9,131.7,0.806,100,1.312,15,0.729,14.35
0.000992,0.1172411280376017,0.17,0.83,0,0.27,0.111111111,2.9,131.7,0.806,100,1.223,19.5,0.721,17.2
0.000992,0.0893,0.045516225965619085,0.83,0,0.4,0.111111111,2.9,122.86089750513221,0.806,113.39882505482664,1.254,17.4,0.697,15.2
0.000992,0.0893,0.17,0.83,0,0.27,0.111111111,2.9,131.7,0.806,100,1.223,19.6,0.725,17.39
3.3e-05,0.1,0,0,0.9293273443883656,0.042403881889373066,0.7046994596361513,2.9,131.7,0.806,100,1.08,21.4,0.72,16.6
3.3e-05,0.1,0,0,1,0,0.428571429,2.9,131.7,0.806,100,1.11,23.3,0.78,20.2
3.3e-05,0.1,0,0,1,0.010385047816425562,0.142857143,0.8999999999999999,34.6,0.2448,100,1.08,23.26,0.68,17.06
3.3e-05,0.1,0,0,1,0,0.047704325326001586,0.8999999999999999,34.6,0.2448,113.72259897752119,1.01,23.59,0.595,14.18
3.3e-05,0.14999999999999997,0.021704909597992896,0.8251668717854619,0.15,0.15,0.25,2.7,110.6,0.56,100,1.035,23.2,0.7046,16.96
3.3e-05,0.14999999999999997,0,0.85,0.15,0.15,0.25,2.7,110.6,0.56,100,1.068,23.39,0.718,17.94
